loan_id,region,loan_type,credit_score,loan_balance,debt_ratio,num_delinquencies,years_since_orig,default_prob,default_flag
L002294,名古屋,事業資金,464,39106820,0.371,3,7.0,0.9999,1
L002295,名古屋,カードローン,505,26295242,0.242,0,1.0,0.647467,1
L002296,大阪,カードローン,703,12580177,0.906,4,3.0,0.334304,0
L002297,福岡,マイカーローン,423,33626843,0.437,0,1.0,0.823511,1
L002298,東京,事業資金,462,29128052,0.392,4,1.0,0.735443,1
L002299,札幌,住宅ローン,437,13769495,0.088,4,2.0,0.973988,1
L002300,東京,カードローン,368,20824309,0.721,1,0.5,0.705791,1
L002301,東京,カードローン,324,16315120,0.679,4,1.0,0.941064,1
L002302,東京,住宅ローン,540,10522247,0.165,1,3.0,0.897768,1
L002303,大阪,マイカーローン,469,19213547,0.858,0,2.0,0.91166,1
L002304,東京,カードローン,795,15369161,0.848,0,7.0,0.287077,0
L002305,名古屋,住宅ローン,535,18572729,0.224,3,3.0,0.898645,0
L002306,東京,事業資金,835,783511,0.159,4,3.0,0.083752,0
L002307,東京,住宅ローン,784,10591995,0.544,0,1.5,0.082558,0
L002308,札幌,事業資金,737,6384452,0.359,2,1.0,0.096889,0
L002309,東京,マイカーローン,799,5822884,0.677,3,3.0,0.162258,0
L002310,東京,カードローン,741,41220792,0.168,2,2.0,0.16866,0
L002311,福岡,マイカーローン,328,8155068,0.821,0,7.0,0.976026,1
L002312,福岡,事業資金,737,49507801,0.162,4,1.5,0.13366,0
L002313,大阪,マイカーローン,407,34542265,0.767,1,3.0,0.9999,0
L002314,福岡,カードローン,605,47510932,0.878,4,2.0,0.534369,0
L002315,東京,事業資金,611,19281173,0.882,2,1.0,0.308841,0
L002316,名古屋,住宅ローン,721,13392872,0.735,0,7.0,0.543911,0
L002317,東京,住宅ローン,778,31162426,0.195,0,2.0,0.114969,0
L002318,東京,事業資金,653,16040906,0.305,0,1.5,0.294596,0
L002319,東京,カードローン,499,9631298,0.642,1,1.5,0.798595,1
L002320,東京,事業資金,469,25803825,0.251,3,3.0,0.985,1
L002321,福岡,カードローン,469,13239150,0.896,1,2.0,0.943225,1
L002322,大阪,マイカーローン,367,24518186,0.308,1,5.0,0.9999,1
L002323,東京,住宅ローン,429,30935355,0.546,4,1.5,0.925702,0
L002324,福岡,マイカーローン,604,1817290,0.18,3,2.0,0.581377,1
L002325,名古屋,カードローン,426,31064495,0.376,1,3.0,0.986586,1
L002326,東京,住宅ローン,496,40689113,0.371,1,1.0,0.655408,1
L002327,東京,カードローン,753,24307784,0.135,4,3.0,0.203095,0
L002328,東京,事業資金,718,31655924,0.643,3,1.0,0.093656,0
L002329,札幌,住宅ローン,837,10207152,0.194,3,5.0,0.124542,0
L002330,福岡,カードローン,369,30872279,0.438,3,2.0,0.99466,1
L002331,東京,マイカーローン,749,11407643,0.747,0,3.0,0.229597,0
L002332,名古屋,カードローン,733,13093115,0.053,0,2.0,0.180591,0
L002333,大阪,住宅ローン,821,40927057,0.49,2,7.0,0.216403,0
L002334,東京,マイカーローン,549,26935193,0.929,3,2.0,0.762859,0
L002335,東京,住宅ローン,409,39962256,0.738,3,1.0,0.831208,1
L002336,大阪,カードローン,822,19863674,0.442,2,3.0,0.092457,0
L002337,福岡,カードローン,829,47505578,0.877,2,2.0,0.072177,0
L002338,大阪,住宅ローン,518,5741233,0.545,1,3.0,0.946499,1
L002339,福岡,マイカーローン,616,22264193,0.281,0,2.0,0.529396,0
L002340,大阪,住宅ローン,384,2554247,0.434,3,5.0,0.9999,1
L002341,東京,住宅ローン,432,49402255,0.374,1,1.0,0.822565,1
L002342,大阪,住宅ローン,779,5440046,0.73,4,2.0,0.101309,0
L002343,札幌,カードローン,823,43339467,0.312,0,3.0,0.057429,0
L002344,大阪,事業資金,802,2570430,0.364,0,3.0,0.132805,0
L002345,名古屋,事業資金,548,25550068,0.553,1,1.0,0.519561,0
L002346,東京,カードローン,798,25714805,0.448,4,3.0,0.109261,0
L002347,東京,カードローン,495,10752072,0.865,2,2.0,0.883691,1
L002348,東京,事業資金,839,2250389,0.333,1,5.0,0.111401,0
L002349,福岡,カードローン,532,12499709,0.924,2,1.0,0.575185,1
L002350,東京,住宅ローン,684,6820483,0.79,1,7.0,0.68428,0
L002351,東京,住宅ローン,410,1498041,0.473,4,3.0,0.9999,1
L002352,大阪,カードローン,334,39095830,0.088,3,1.5,0.972353,1
L002353,東京,住宅ローン,613,5019007,0.641,0,3.0,0.701783,0
L002354,大阪,マイカーローン,552,7752478,0.247,0,1.0,0.505423,0
L002355,福岡,事業資金,645,13772076,0.78,0,2.0,0.415829,1
L002356,大阪,住宅ローン,403,5475035,0.716,4,2.0,0.963387,0
L002357,福岡,カードローン,346,40709743,0.242,1,3.0,0.9999,1
L002358,東京,カードローン,515,16552348,0.417,3,5.0,0.991496,1
L002359,札幌,住宅ローン,789,47131913,0.115,0,1.5,0.049096,0
L002360,名古屋,カードローン,485,5855625,0.253,1,2.0,0.907175,1
L002361,大阪,カードローン,830,41575238,0.529,0,2.0,0.0704,0
L002362,名古屋,住宅ローン,381,28067658,0.161,1,5.0,0.9999,1
L002363,東京,カードローン,696,32336931,0.587,0,2.0,0.2677,0
L002364,名古屋,カードローン,373,35768062,0.742,4,1.5,0.977056,1
L002365,東京,事業資金,489,39515992,0.215,1,7.0,0.9999,1
L002366,東京,カードローン,829,27038401,0.086,3,2.0,0.072714,0
L002367,東京,カードローン,564,11719590,0.723,0,1.5,0.58935,1
L002368,大阪,カードローン,815,25120691,0.752,1,5.0,0.140867,0
L002369,札幌,住宅ローン,710,33650383,0.896,2,2.0,0.221293,0
L002370,名古屋,住宅ローン,437,36679087,0.308,4,2.0,0.961181,1
L002371,東京,住宅ローン,401,18627682,0.528,1,1.0,0.849572,1
L002372,名古屋,住宅ローン,301,22074274,0.535,0,2.0,0.994412,1
L002373,大阪,カードローン,359,47517657,0.459,3,3.0,0.970775,1
L002374,大阪,カードローン,718,30431619,0.596,3,1.0,0.100557,0
L002375,東京,カードローン,647,46012081,0.152,4,3.0,0.55401,0
L002376,東京,事業資金,538,23753675,0.421,1,5.0,0.962437,1
L002377,名古屋,住宅ローン,632,10690412,0.519,1,2.0,0.452269,0
L002378,東京,カードローン,669,24071742,0.307,4,1.5,0.274138,0
L002379,名古屋,カードローン,549,24965087,0.169,2,0.5,0.316995,0
L002380,大阪,マイカーローン,471,32918841,0.078,3,1.0,0.736117,1
L002381,大阪,カードローン,384,2413557,0.204,4,5.0,0.973971,1
L002382,福岡,カードローン,767,5596432,0.789,2,1.5,0.089428,0
L002383,東京,カードローン,572,38069195,0.647,0,1.0,0.450665,0
L002384,東京,住宅ローン,501,36890077,0.813,4,5.0,0.986372,1
L002385,東京,事業資金,561,16735910,0.642,0,5.0,0.965152,0
L002386,福岡,カードローン,321,29001859,0.562,3,2.0,0.9999,1
L002387,大阪,住宅ローン,804,40954447,0.708,4,2.0,0.051943,0
L002388,大阪,カードローン,492,14701417,0.574,4,0.5,0.41979,0
L002389,名古屋,カードローン,671,29829140,0.743,1,2.0,0.31411,0
L002390,東京,カードローン,795,26894488,0.563,1,0.5,0.020778,0
L002391,東京,カードローン,662,16921917,0.533,1,7.0,0.796106,1
L002392,大阪,住宅ローン,307,17218599,0.073,3,1.5,0.989825,1
L002393,東京,マイカーローン,734,46358426,0.297,2,5.0,0.394039,0
L002394,東京,事業資金,448,37430180,0.305,0,5.0,0.977383,1
L002395,東京,カードローン,818,1166060,0.76,3,2.0,0.052826,0
L002396,大阪,カードローン,831,44307830,0.135,4,5.0,0.135707,0
L002397,大阪,住宅ローン,794,6004270,0.92,2,2.0,0.103876,0
L002398,東京,カードローン,694,48592690,0.704,4,5.0,0.524815,1
L002399,東京,カードローン,333,12451513,0.582,1,5.0,0.9999,1
L002400,東京,マイカーローン,593,28856333,0.632,2,1.5,0.478613,0
L002401,大阪,事業資金,339,10453848,0.653,1,7.0,0.9999,1
L002402,名古屋,カードローン,840,10981116,0.079,4,2.0,0.084463,0
L002403,名古屋,住宅ローン,701,14015447,0.076,2,3.0,0.34391,0
L002404,名古屋,住宅ローン,839,45906884,0.945,0,1.5,0.044908,0
L002405,大阪,住宅ローン,354,18018417,0.685,4,2.0,0.9999,1
L002406,大阪,事業資金,541,40729074,0.594,2,0.5,0.333481,1
L002407,東京,マイカーローン,455,8854799,0.599,0,2.0,0.951317,1
L002408,東京,カードローン,751,45633141,0.802,2,1.5,0.151238,0
L002409,大阪,事業資金,548,24426777,0.566,1,1.0,0.518196,0
L002410,大阪,カードローン,614,45231580,0.909,1,0.5,0.17357,1
L002411,東京,カードローン,775,15722848,0.081,2,1.5,0.093202,0
L002412,東京,カードローン,593,2214296,0.663,2,3.0,0.754347,0
L002413,名古屋,住宅ローン,502,4286613,0.855,2,5.0,0.99861,1
L002414,大阪,事業資金,333,28625657,0.154,2,3.0,0.998767,1
L002415,札幌,マイカーローン,552,45544405,0.284,0,1.5,0.669419,0
L002416,東京,カードローン,594,28395941,0.527,3,0.5,0.205769,0
L002417,札幌,マイカーローン,581,15188088,0.058,1,3.0,0.79373,0
L002418,大阪,住宅ローン,702,41138072,0.599,2,2.0,0.240225,0
L002419,福岡,カードローン,481,13517913,0.672,3,2.0,0.917666,1
L002420,東京,事業資金,401,37007108,0.937,0,5.0,0.997728,1
L002421,大阪,住宅ローン,650,22275399,0.465,2,1.0,0.231911,0
L002422,札幌,事業資金,744,48344054,0.449,2,1.0,0.079289,0
L002423,大阪,カードローン,309,20727868,0.429,2,3.0,0.995689,1
L002424,名古屋,カードローン,554,45383689,0.346,0,0.5,0.272504,1
L002425,東京,マイカーローン,522,14883096,0.913,2,2.0,0.830836,0
L002426,東京,カードローン,572,29223768,0.09,1,1.0,0.419488,0
L002427,名古屋,事業資金,345,37178002,0.506,0,3.0,0.9999,1
L002428,東京,マイカーローン,692,25342209,0.667,4,1.0,0.141809,0
L002429,大阪,事業資金,341,49418496,0.268,3,5.0,0.992997,1
L002430,福岡,カードローン,658,49127197,0.776,2,3.0,0.506576,0
L002431,大阪,カードローン,602,2081406,0.766,4,5.0,0.890132,0
L002432,大阪,カードローン,792,17364511,0.908,0,1.0,0.04777,0
L002433,東京,カードローン,343,43118301,0.483,0,1.5,0.951646,1
L002434,福岡,カードローン,625,45454043,0.469,1,3.0,0.618116,0
L002435,福岡,カードローン,697,33143233,0.11,3,1.5,0.187108,0
L002436,名古屋,住宅ローン,421,29487183,0.438,0,2.0,0.96602,1
L002437,東京,カードローン,729,1953150,0.569,2,1.5,0.141514,0
L002438,東京,住宅ローン,495,8882632,0.439,4,2.0,0.895328,1
L002439,名古屋,事業資金,414,34749842,0.762,3,3.0,0.995395,0
L002440,大阪,住宅ローン,809,18583843,0.107,0,2.0,0.081708,0
L002441,大阪,カードローン,401,41792915,0.74,1,7.0,0.9999,1
L002442,福岡,住宅ローン,655,7497354,0.812,1,3.0,0.515039,0
L002443,福岡,住宅ローン,730,16841580,0.747,4,2.0,0.202499,0
L002444,大阪,事業資金,687,19332545,0.881,3,5.0,0.574081,0
L002445,名古屋,住宅ローン,814,26167900,0.926,3,1.5,0.03505,0
L002446,東京,マイカーローン,497,2556511,0.275,1,7.0,0.9999,1
L002447,大阪,事業資金,491,22927400,0.563,2,1.0,0.702957,1
L002448,東京,事業資金,333,48051911,0.193,3,2.0,0.998015,1
L002449,札幌,カードローン,819,33911586,0.38,1,1.5,0.07813,0
L002450,札幌,住宅ローン,812,1486074,0.256,1,3.0,0.089408,0
L002451,名古屋,カードローン,475,31796444,0.109,1,5.0,0.9999,1
L002452,大阪,カードローン,639,29470515,0.837,1,7.0,0.852951,1
L002453,福岡,事業資金,493,45101830,0.293,1,2.0,0.892772,1
L002454,大阪,住宅ローン,686,42343693,0.278,4,3.0,0.379683,0
L002455,東京,マイカーローン,784,28307352,0.914,2,7.0,0.313068,0
L002456,大阪,カードローン,835,19377024,0.105,3,2.0,0.043532,1
L002457,大阪,マイカーローン,321,21583940,0.887,4,1.0,0.96709,1
L002458,名古屋,住宅ローン,665,49557911,0.801,0,5.0,0.645649,0
L002459,名古屋,住宅ローン,345,10787131,0.739,1,7.0,0.9999,1
L002460,東京,住宅ローン,534,29201964,0.433,3,0.5,0.3159,0
L002461,大阪,カードローン,593,25518411,0.903,3,3.0,0.734324,0
L002462,札幌,カードローン,566,12722849,0.882,2,5.0,0.953671,0
L002463,東京,カードローン,305,36804416,0.264,3,3.0,0.9999,1
L002464,東京,マイカーローン,341,27116757,0.141,4,5.0,0.9999,1
L002465,大阪,住宅ローン,322,48691075,0.506,0,3.0,0.997647,1
L002466,東京,住宅ローン,358,12840880,0.586,4,1.5,0.968958,1
L002467,福岡,住宅ローン,775,9313969,0.416,2,2.0,0.136421,0
L002468,東京,カードローン,542,15127720,0.376,0,5.0,0.959439,0
L002469,福岡,事業資金,619,4742550,0.12,3,1.0,0.299962,0
L002470,大阪,カードローン,449,27349741,0.544,0,1.0,0.808131,0
L002471,大阪,住宅ローン,807,32206789,0.32,2,1.5,0.041882,0
L002472,大阪,住宅ローン,473,19581083,0.201,2,3.0,0.986094,1
L002473,名古屋,住宅ローン,591,426481,0.056,4,1.0,0.362269,0
L002474,福岡,住宅ローン,448,16452478,0.282,0,5.0,0.9999,1
L002475,東京,住宅ローン,736,49820710,0.488,2,7.0,0.502196,1
L002476,大阪,住宅ローン,470,192533,0.192,4,1.5,0.900959,1
L002477,福岡,住宅ローン,681,1863271,0.157,1,5.0,0.609943,0
L002478,札幌,カードローン,535,9638699,0.87,4,3.0,0.914104,1
L002479,大阪,カードローン,477,19074018,0.74,4,1.5,0.844849,0
L002480,名古屋,マイカーローン,810,26995583,0.245,4,3.0,0.098763,0
L002481,大阪,カードローン,639,37884794,0.119,2,1.5,0.325128,1
L002482,東京,事業資金,449,24208310,0.416,4,5.0,0.9999,1
L002483,福岡,住宅ローン,714,10294461,0.827,0,2.0,0.185763,0
L002484,札幌,住宅ローン,593,12269936,0.234,0,3.0,0.762386,0
L002485,東京,事業資金,710,42922476,0.244,1,5.0,0.475012,0
L002486,東京,事業資金,552,2631029,0.572,1,1.5,0.668391,1
L002487,大阪,カードローン,318,18213498,0.298,4,0.5,0.770172,1
L002488,福岡,マイカーローン,503,47429849,0.429,1,3.0,0.969779,1
L002489,大阪,住宅ローン,813,49348471,0.807,4,2.0,0.089165,0
L002490,東京,マイカーローン,772,5407171,0.106,2,1.0,0.070038,0
L002491,福岡,カードローン,554,23134991,0.689,2,1.5,0.632168,1
L002492,名古屋,マイカーローン,347,39594438,0.494,4,3.0,0.9999,0
L002493,名古屋,住宅ローン,513,39525490,0.818,0,2.0,0.82727,1
L002494,大阪,住宅ローン,358,39856034,0.209,2,1.0,0.927303,1
L002495,福岡,事業資金,435,40970794,0.204,3,2.0,0.972263,0
L002496,大阪,住宅ローン,683,15940368,0.483,1,5.0,0.568518,0
L002497,東京,住宅ローン,479,3343897,0.404,3,5.0,0.9999,1
L002498,大阪,住宅ローン,599,27411762,0.193,1,7.0,0.965662,0
L002499,名古屋,住宅ローン,335,30631882,0.68,2,1.5,0.987669,1
L002500,札幌,住宅ローン,301,21228150,0.111,1,2.0,0.973285,1
L002501,福岡,マイカーローン,839,36315296,0.856,0,3.0,0.102838,0
L002502,大阪,事業資金,442,12368939,0.344,4,1.0,0.790814,1
L002503,東京,事業資金,494,13155776,0.762,2,2.0,0.896337,1
L002504,大阪,カードローン,764,21999854,0.194,4,1.5,0.073668,0
L002505,東京,マイカーローン,350,39940387,0.755,1,2.0,0.973305,0
L002506,福岡,住宅ローン,302,48655942,0.854,4,5.0,0.994729,1
L002507,東京,住宅ローン,816,16626594,0.249,3,3.0,0.098156,0
L002508,東京,カードローン,367,13834505,0.623,0,5.0,0.99845,1
L002509,札幌,住宅ローン,436,47693443,0.125,4,2.0,0.958942,1
L002510,大阪,事業資金,687,47116466,0.295,2,5.0,0.574637,0
L002511,東京,マイカーローン,642,2625655,0.242,3,5.0,0.755462,0
L002512,大阪,事業資金,478,3612258,0.815,1,2.0,0.938664,1
L002513,札幌,住宅ローン,691,27250929,0.228,3,2.0,0.282112,1
L002514,札幌,マイカーローン,506,48137068,0.652,1,2.0,0.861258,1
L002515,東京,住宅ローン,844,28138468,0.148,2,2.0,0.056241,0
L002516,名古屋,カードローン,314,26971516,0.624,0,3.0,0.9999,1
L002517,東京,住宅ローン,581,46664879,0.458,1,3.0,0.822213,0
L002518,東京,カードローン,526,11121248,0.419,0,5.0,0.979616,0
L002519,東京,カードローン,825,34021129,0.144,4,7.0,0.212602,0
L002520,札幌,住宅ローン,662,9243481,0.319,2,3.0,0.477543,0
L002521,大阪,住宅ローン,561,20419898,0.369,1,7.0,0.996536,1
L002522,名古屋,マイカーローン,773,23058449,0.45,4,5.0,0.244806,0
L002523,福岡,住宅ローン,542,14577747,0.17,1,5.0,0.991689,0
L002524,東京,住宅ローン,388,4946438,0.172,1,5.0,0.995018,1
L002525,東京,カードローン,308,10501764,0.817,1,1.0,0.951358,1
L002526,東京,カードローン,314,42545300,0.367,1,1.5,0.9999,1
L002527,東京,カードローン,753,12129569,0.313,1,5.0,0.332249,0
L002528,福岡,住宅ローン,526,15718948,0.493,0,3.0,0.89838,0
L002529,福岡,カードローン,352,10658237,0.755,3,1.5,0.9694,1
L002530,名古屋,カードローン,814,7129833,0.656,2,5.0,0.167518,0
L002531,福岡,住宅ローン,632,30920271,0.923,0,2.0,0.459524,1
L002532,東京,マイカーローン,580,27276188,0.18,1,2.0,0.642543,0
L002533,東京,カードローン,759,41244122,0.255,2,7.0,0.390733,0
L002534,名古屋,住宅ローン,654,1254154,0.163,2,3.0,0.523215,1
L002535,東京,カードローン,573,10113871,0.651,1,1.0,0.453632,0
L002536,大阪,カードローン,347,2301412,0.111,2,1.5,0.964732,1
L002537,大阪,マイカーローン,343,26583654,0.535,0,5.0,0.996263,1
L002538,札幌,事業資金,356,16266005,0.388,3,0.5,0.730433,1
L002539,福岡,事業資金,353,37400133,0.193,4,5.0,0.9999,1
L002540,福岡,マイカーローン,690,41073130,0.41,1,0.5,0.090648,0
L002541,東京,カードローン,566,39080507,0.122,1,2.0,0.675009,1
L002542,東京,住宅ローン,767,6666097,0.186,1,5.0,0.266991,0
L002543,大阪,事業資金,839,36044799,0.187,4,2.0,0.035382,0
L002544,大阪,住宅ローン,754,10978725,0.161,1,2.0,0.144337,0
L002545,大阪,事業資金,789,16507250,0.511,2,2.0,0.111689,0
L002546,名古屋,カードローン,354,15998023,0.491,2,1.5,0.95606,1
L002547,大阪,カードローン,476,2176058,0.723,3,3.0,0.944466,1
L002548,大阪,住宅ローン,590,43263561,0.42,2,1.5,0.485806,0
L002549,東京,マイカーローン,480,44704799,0.369,2,5.0,0.991867,1
L002550,大阪,カードローン,797,1860525,0.409,2,7.0,0.282965,0
L002551,大阪,マイカーローン,684,41495490,0.87,2,1.0,0.145281,0
L002552,札幌,カードローン,623,13408090,0.465,4,0.5,0.134914,0
L002553,東京,住宅ローン,693,22293295,0.546,3,3.0,0.369495,0
L002554,大阪,カードローン,655,30319750,0.508,4,5.0,0.689691,0
L002555,札幌,マイカーローン,707,47253733,0.798,4,1.5,0.185589,0
L002556,大阪,カードローン,563,20530634,0.872,1,2.0,0.727435,0
L002557,福岡,マイカーローン,323,44080458,0.272,0,1.5,0.975525,1
L002558,名古屋,カードローン,753,43032952,0.873,3,1.0,0.076735,0
L002559,名古屋,マイカーローン,840,32076992,0.476,0,2.0,0.035742,0
L002560,大阪,住宅ローン,348,27300807,0.136,1,1.0,0.919047,1
L002561,大阪,事業資金,754,15969668,0.657,2,2.0,0.123405,0
L002562,福岡,住宅ローン,398,3002322,0.165,4,5.0,0.994028,1
L002563,福岡,住宅ローン,420,49303643,0.9,0,3.0,0.99021,1
L002564,札幌,カードローン,562,2180214,0.574,1,2.0,0.716808,1
L002565,東京,カードローン,460,31038219,0.754,2,2.0,0.939653,1
L002566,東京,マイカーローン,521,32566847,0.512,1,7.0,0.98943,0
L002567,福岡,住宅ローン,566,26444921,0.596,0,3.0,0.818058,1
L002568,東京,住宅ローン,382,8283932,0.165,3,2.0,0.9999,1
L002569,東京,事業資金,756,7724947,0.281,4,2.0,0.137918,0
L002570,名古屋,カードローン,654,21496804,0.602,1,1.0,0.197241,0
L002571,名古屋,事業資金,372,23254622,0.116,1,2.0,0.9999,1
L002572,福岡,住宅ローン,463,30091206,0.681,4,1.0,0.728008,1
L002573,東京,カードローン,609,26041464,0.904,0,1.0,0.333068,0
L002574,大阪,マイカーローン,337,48455189,0.185,2,1.0,0.949388,1
L002575,大阪,事業資金,480,42418604,0.942,2,1.0,0.697139,1
L002576,東京,事業資金,631,43613249,0.122,1,2.0,0.485465,0
L002577,大阪,住宅ローン,352,13632923,0.348,3,1.0,0.976468,1
L002578,東京,カードローン,622,12513754,0.527,4,2.0,0.486581,0
L002579,大阪,カードローン,407,2706426,0.655,4,2.0,0.986453,1
L002580,名古屋,カードローン,755,32370722,0.671,3,3.0,0.18977,0
L002581,名古屋,マイカーローン,721,8624924,0.748,1,1.0,0.097633,0
L002582,東京,事業資金,518,44097938,0.769,3,1.0,0.599725,1
L002583,東京,住宅ローン,506,14352653,0.681,4,2.0,0.875668,1
L002584,東京,事業資金,403,37513364,0.794,0,1.0,0.856093,1
L002585,東京,住宅ローン,679,42134111,0.14,3,1.0,0.162216,0
L002586,札幌,事業資金,523,48815668,0.647,2,7.0,0.9999,1
L002587,大阪,カードローン,657,32982020,0.286,0,2.0,0.392208,1
L002588,札幌,カードローン,481,29103821,0.928,2,1.0,0.709915,1
L002589,大阪,カードローン,640,42088650,0.201,1,3.0,0.554136,0
L002590,福岡,事業資金,619,47917450,0.731,0,2.0,0.510016,0
L002591,東京,マイカーローン,398,18049975,0.357,1,7.0,0.982286,1
L002592,東京,カードローン,414,35262271,0.676,2,1.0,0.85774,0
L002593,名古屋,カードローン,541,1718899,0.817,0,1.0,0.527403,1
L002594,名古屋,カードローン,430,25495282,0.598,3,7.0,0.99492,1
L002595,東京,カードローン,575,16174669,0.13,3,7.0,0.970328,1
L002596,福岡,マイカーローン,800,38557816,0.375,1,7.0,0.267172,0
L002597,大阪,カードローン,316,36192029,0.572,4,7.0,0.9999,1
L002598,名古屋,マイカーローン,758,45291829,0.324,4,0.5,0.039889,1
L002599,大阪,事業資金,381,46280569,0.887,2,5.0,0.9999,1
L002600,福岡,カードローン,439,25308381,0.746,2,1.0,0.798162,1
L002601,名古屋,カードローン,448,27061133,0.213,0,2.0,0.949038,1
L002602,東京,カードローン,300,4514593,0.131,2,2.0,0.9999,1
L002603,大阪,マイカーローン,822,15692474,0.749,2,1.5,0.049905,0
L002604,大阪,住宅ローン,560,33816788,0.772,1,3.0,0.867626,1
L002605,東京,カードローン,578,4287319,0.866,2,1.5,0.537421,1
L002606,東京,事業資金,758,38581467,0.491,3,2.0,0.131946,0
L002607,大阪,事業資金,605,27922205,0.692,0,2.0,0.558654,0
L002608,福岡,カードローン,623,18871377,0.864,0,3.0,0.633851,0
L002609,東京,住宅ローン,306,18526462,0.192,2,3.0,0.993523,0
L002610,東京,カードローン,620,36298624,0.348,4,1.0,0.294539,1
L002611,大阪,マイカーローン,622,48952053,0.213,3,3.0,0.643507,0
L002612,名古屋,マイカーローン,479,2522064,0.292,3,1.0,0.719448,1
L002613,福岡,カードローン,723,22998595,0.57,4,2.0,0.191449,0
L002614,札幌,カードローン,611,47694370,0.868,0,3.0,0.678121,0
L002615,名古屋,住宅ローン,446,22047565,0.054,0,5.0,0.986049,1
L002616,福岡,事業資金,532,48431249,0.309,3,5.0,0.992632,1
L002617,東京,マイカーローン,749,6749718,0.236,1,7.0,0.450462,0
L002618,名古屋,住宅ローン,502,12460461,0.493,3,3.0,0.961817,0
L002619,東京,住宅ローン,777,386043,0.216,3,2.0,0.097585,0
L002620,福岡,カードローン,807,26812886,0.093,2,2.0,0.064147,0
L002621,名古屋,住宅ローン,554,32591898,0.329,2,2.0,0.72313,0
L002622,福岡,住宅ローン,563,30547072,0.137,0,2.0,0.709171,0
L002623,東京,住宅ローン,632,6295673,0.124,4,2.0,0.434932,0
L002624,大阪,マイカーローン,722,42475050,0.417,0,5.0,0.460408,1
L002625,東京,カードローン,833,18814177,0.692,3,2.0,0.050364,0
L002626,大阪,カードローン,447,15148040,0.053,2,7.0,0.9999,1
L002627,福岡,住宅ローン,452,37922654,0.442,1,5.0,0.9999,1
L002628,大阪,カードローン,575,36130413,0.645,3,3.0,0.794824,1
L002629,大阪,住宅ローン,801,23554610,0.314,0,1.5,0.070772,0
L002630,東京,事業資金,467,12458234,0.671,2,2.0,0.920413,0
L002631,名古屋,住宅ローン,712,4243130,0.266,3,1.0,0.124659,1
L002632,福岡,住宅ローン,479,32743566,0.154,3,1.5,0.826066,1
L002633,大阪,住宅ローン,589,6148868,0.796,2,5.0,0.879545,0
L002634,名古屋,住宅ローン,393,40713274,0.948,4,7.0,0.995492,1
L002635,大阪,事業資金,766,39035144,0.798,0,3.0,0.182028,0
L002636,大阪,マイカーローン,764,678510,0.204,3,1.0,0.072468,1
L002637,福岡,事業資金,793,2975584,0.289,3,2.0,0.092331,0
L002638,東京,事業資金,490,1945996,0.762,4,5.0,0.989047,1
L002639,名古屋,カードローン,335,4592916,0.712,2,1.0,0.947999,1
L002640,名古屋,カードローン,315,30627997,0.288,3,1.5,0.971751,1
L002641,札幌,住宅ローン,765,13984391,0.531,1,7.0,0.356442,1
L002642,大阪,カードローン,347,16838376,0.187,4,5.0,0.993242,1
L002643,東京,カードローン,485,12749802,0.807,3,5.0,0.992678,1
L002644,福岡,マイカーローン,610,21753222,0.917,4,2.0,0.542276,0
L002645,東京,カードローン,645,44254896,0.069,0,3.0,0.55919,0
L002646,大阪,カードローン,393,22381171,0.652,4,5.0,0.9999,1
L002647,大阪,住宅ローン,699,33950398,0.361,2,3.0,0.359056,0
L002648,大阪,マイカーローン,805,20119244,0.649,1,2.0,0.066426,0
L002649,大阪,事業資金,820,4605765,0.824,0,2.0,0.062739,0
L002650,大阪,マイカーローン,755,6220506,0.116,4,7.0,0.408128,0
L002651,東京,事業資金,816,7256482,0.51,4,3.0,0.093038,0
L002652,大阪,カードローン,784,682674,0.509,2,2.0,0.116749,0
L002653,東京,事業資金,373,1939094,0.506,2,1.0,0.900548,0
L002654,東京,住宅ローン,569,24747721,0.596,4,1.0,0.438345,0
L002655,東京,事業資金,365,40589340,0.195,2,1.0,0.93538,1
L002656,大阪,カードローン,451,43174497,0.22,4,1.0,0.772849,1
L002657,東京,事業資金,591,47853468,0.659,3,2.0,0.606535,0
L002658,東京,住宅ローン,423,26434838,0.511,1,2.0,0.9424,1
L002659,東京,マイカーローン,712,26458458,0.418,1,1.0,0.112347,1
L002660,大阪,事業資金,636,9801307,0.237,2,1.5,0.342513,0
L002661,大阪,事業資金,548,42032946,0.47,0,2.0,0.754394,0
L002662,大阪,マイカーローン,744,43016872,0.463,0,5.0,0.354206,0
L002663,大阪,事業資金,489,29671651,0.918,2,3.0,0.931387,1
L002664,東京,マイカーローン,325,38362388,0.923,3,7.0,0.981264,1
L002665,大阪,カードローン,440,49816710,0.809,0,3.0,0.999712,1
L002666,名古屋,住宅ローン,529,26134940,0.299,3,2.0,0.80143,1
L002667,大阪,カードローン,516,16319151,0.727,4,5.0,0.975425,1
L002668,福岡,カードローン,636,47582230,0.605,3,3.0,0.608408,1
L002669,大阪,事業資金,522,40038433,0.499,3,3.0,0.908927,0
L002670,福岡,マイカーローン,816,23086399,0.729,4,3.0,0.103967,0
L002671,大阪,カードローン,816,35253123,0.795,4,1.0,0.015441,0
L002672,東京,住宅ローン,529,42064302,0.92,0,1.5,0.711321,1
L002673,名古屋,カードローン,817,19242865,0.862,2,7.0,0.20649,0
